"Year","SuperSector","SectorName","Industry","IndustryName","NAICSCode","Value"
2016,"32","Nondurable Goods","32326110","Plastics packaging materials, film, and sheet","32611",90.1
1990,"32","Nondurable Goods","32326113","Nonpackaging plastics film and sheet","326113",54.6
1991,"32","Nondurable Goods","32326113","Nonpackaging plastics film and sheet","326113",54.9
1992,"32","Nondurable Goods","32326113","Nonpackaging plastics film and sheet","326113",55.8
1993,"32","Nondurable Goods","32326113","Nonpackaging plastics film and sheet","326113",56.1
1994,"32","Nondurable Goods","32326113","Nonpackaging plastics film and sheet","326113",58.3
1995,"32","Nondurable Goods","32326113","Nonpackaging plastics film and sheet","326113",61.2
1996,"32","Nondurable Goods","32326113","Nonpackaging plastics film and sheet","326113",62.1
1997,"32","Nondurable Goods","32326113","Nonpackaging plastics film and sheet","326113",62
1998,"32","Nondurable Goods","32326113","Nonpackaging plastics film and sheet","326113",61.4
1999,"32","Nondurable Goods","32326113","Nonpackaging plastics film and sheet","326113",62.3
2000,"32","Nondurable Goods","32326113","Nonpackaging plastics film and sheet","326113",62.2
2001,"32","Nondurable Goods","32326113","Nonpackaging plastics film and sheet","326113",60.4
2002,"32","Nondurable Goods","32326113","Nonpackaging plastics film and sheet","326113",58.2
2003,"32","Nondurable Goods","32326113","Nonpackaging plastics film and sheet","326113",55.2
2004,"32","Nondurable Goods","32326113","Nonpackaging plastics film and sheet","326113",51.5
2005,"32","Nondurable Goods","32326113","Nonpackaging plastics film and sheet","326113",50.1
2006,"32","Nondurable Goods","32326113","Nonpackaging plastics film and sheet","326113",49.3
2007,"32","Nondurable Goods","32326113","Nonpackaging plastics film and sheet","326113",47.8
2008,"32","Nondurable Goods","32326113","Nonpackaging plastics film and sheet","326113",45
2009,"32","Nondurable Goods","32326113","Nonpackaging plastics film and sheet","326113",39.1
2010,"32","Nondurable Goods","32326113","Nonpackaging plastics film and sheet","326113",38.2
2011,"32","Nondurable Goods","32326113","Nonpackaging plastics film and sheet","326113",38
2012,"32","Nondurable Goods","32326113","Nonpackaging plastics film and sheet","326113",38.2
2013,"32","Nondurable Goods","32326113","Nonpackaging plastics film and sheet","326113",38.6
2014,"32","Nondurable Goods","32326113","Nonpackaging plastics film and sheet","326113",39.3
2015,"32","Nondurable Goods","32326113","Nonpackaging plastics film and sheet","326113",39.4
2016,"32","Nondurable Goods","32326113","Nonpackaging plastics film and sheet","326113",38.7
1990,"32","Nondurable Goods","32326120","Plastics pipe, fittings, and profile shapes","32612",62.2
1991,"32","Nondurable Goods","32326120","Plastics pipe, fittings, and profile shapes","32612",58.5
1992,"32","Nondurable Goods","32326120","Plastics pipe, fittings, and profile shapes","32612",57.2
1993,"32","Nondurable Goods","32326120","Plastics pipe, fittings, and profile shapes","32612",59
1994,"32","Nondurable Goods","32326120","Plastics pipe, fittings, and profile shapes","32612",62.5
1995,"32","Nondurable Goods","32326120","Plastics pipe, fittings, and profile shapes","32612",62.7
1996,"32","Nondurable Goods","32326120","Plastics pipe, fittings, and profile shapes","32612",63.5
1997,"32","Nondurable Goods","32326120","Plastics pipe, fittings, and profile shapes","32612",66.1
1998,"32","Nondurable Goods","32326120","Plastics pipe, fittings, and profile shapes","32612",67.3
1999,"32","Nondurable Goods","32326120","Plastics pipe, fittings, and profile shapes","32612",69.2
2000,"32","Nondurable Goods","32326120","Plastics pipe, fittings, and profile shapes","32612",70
2001,"32","Nondurable Goods","32326120","Plastics pipe, fittings, and profile shapes","32612",66.8
2002,"32","Nondurable Goods","32326120","Plastics pipe, fittings, and profile shapes","32612",60.9
2003,"32","Nondurable Goods","32326120","Plastics pipe, fittings, and profile shapes","32612",58.7
2004,"32","Nondurable Goods","32326120","Plastics pipe, fittings, and profile shapes","32612",58.3
2005,"32","Nondurable Goods","32326120","Plastics pipe, fittings, and profile shapes","32612",60.1
2006,"32","Nondurable Goods","32326120","Plastics pipe, fittings, and profile shapes","32612",61
2007,"32","Nondurable Goods","32326120","Plastics pipe, fittings, and profile shapes","32612",59.1
2008,"32","Nondurable Goods","32326120","Plastics pipe, fittings, and profile shapes","32612",55.9
2009,"32","Nondurable Goods","32326120","Plastics pipe, fittings, and profile shapes","32612",46.7
2010,"32","Nondurable Goods","32326120","Plastics pipe, fittings, and profile shapes","32612",47.6
2011,"32","Nondurable Goods","32326120","Plastics pipe, fittings, and profile shapes","32612",49.4
2012,"32","Nondurable Goods","32326120","Plastics pipe, fittings, and profile shapes","32612",49.6
